NomenclatureCode,Tier,ProductCode,ProductDescription
S3,5,69211,Iron/steel tanks/vats
S3,5,69212,Aluminium tanks/vats
S3,4,6924,Metal tanks <300l unfitd
S3,5,69241,Stl tanks <300l exc gas
S3,5,69242,Alu tanks <300l exc gas
S3,5,69243,Irn/stl comp gas tanks
S3,5,69244,Aluminium comp gas tanks
S3,3,693,Wire prod exc ins electr
S3,4,6931,Sranded wire ropes/cable
S3,5,69311,Iron/steel ropes/cables
S3,5,69312,Copper rope/cable non-el
S3,5,69313,Aluminium ropes/cables
S3,4,6932,Iron/steel fencing wire
S3,4,6935,Irn/stl/copper netting
S3,5,69351,Irn/stl netting/grill
S3,5,69352,Copper netting/grill/etc
S3,3,694,Nails/screws/nuts/bolts
S3,4,6941,Iron/steel nails etc
S3,4,6942,Iron/stl bolt/screw/etc
S3,5,69421,Irn/stl nut/bolt/screw
S3,5,69422,Irn/stl rivet/pin/washer
S3,4,6943,Copper nail/screw/bolt
S3,5,69430,  UN Special Code
S3,5,69431,Copper nail/tack/staple
S3,5,69432,Copper washers etc
S3,5,69433,Copper nuts/bolts
S3,4,6944,Alumin nail/bolt/etc
S3,3,695,Hand/machine tools
S3,4,6950,  UN Special Code
S3,4,6951,Hand tools agric/forest
S3,4,6952,Hand tools - workshop
S3,5,69521,Hand saws
S3,5,69522,Files/rasps/etc
S3,5,69523,"Pliers,pincers,snips,ets"
S3,4,6953,Wrenches and spanners
S3,4,6954,Hand/portable tools nes
S3,5,69540,  UN Special Code
S3,5,69541,Tools drill/thread/tap
S3,5,69542,Hammers
S3,5,69543,Planes/chisels/gouges
S3,5,69544,Screwdrivers
S3,5,69545,Household tools nes
S3,5,69546,Hand tools nes
S3,5,69547,Vices/clamps/etc
S3,5,69548,Anvil/p.forges/h.grinder
S3,5,69549,Hand tools sets
S3,4,6955,Saw blades
S3,5,69550,  UN Special Code
S3,5,69551,Band saw blades
S3,5,69552,Steel circular saw blade
S3,5,69553,Circular saw blades nes
S3,5,69554,Chain saw blades
S3,5,69555,Straight saw bl for metl
S3,5,69559,Saw blades nes
S3,4,6956,Knives/blades/tool tips
S3,5,69560,  UN Special Code
S3,5,69561,Cutting blades for machn
S3,5,69562,Carbide tool tips etc
S3,5,69563,Rock etc drilling tools
S3,5,69564,Parts to insert in tools
S3,4,6957,Mixed hand tool sets
S3,3,696,Cutlery
S3,4,6963,Razors/razor blades
S3,5,69630,  UN Special Code
S3,5,69631,Razors non-electric
S3,5,69635,Safety razor blades
S3,5,69638,Mtl parts non-elec razor
S3,4,6964,Scissors/scissor blades
S3,4,6965,Cutlery articles nes
S3,5,69650,  UN Special Code
S3,5,69651,Paper knife/pencil sharp
S3,5,69655,Manicure/pedicure sets
S3,5,69659,Cutlery articles nes
S3,4,6966,Kitchen/table cutlery
S3,5,69660,  UN Special Code
S3,5,69661,Plated table cutlery set
S3,5,69662,Cutlery sets nes
S3,5,69663,"Cutlery,plated,not sets"
S3,5,69669,"Cutlery nes, not in sets"
S3,4,6968,Knives and blades nes
S3,3,697,Base metal hhold equipms
S3,4,6973,Non-el dom cook/heat app
S3,5,69731,Irn/st non-e dom cook eq
S3,5,69732,Irn/st non-e dom heat eq
S3,5,69733,Irn/st parts for 697 eq.
S3,5,69734,Copper dom cook/heat eq.
S3,4,6974,Metal kitchen equip nes
S3,5,69741,Irn/st kitchen equip nes
S3,5,69742,Copper kitchen equip nes
S3,5,69743,Alumin kitchen equip nes
S3,5,69744,Iron/steel wool/scourers
S3,4,6975,Metal sanitary ware/part
S3,5,69751,Iron/steel sanitary ware
S3,5,69752,Copper sanitary ware
S3,5,69753,Aluminium household ware
S3,4,6978,Household appliances etc
S3,5,69781,Domstc food appl non-el.
S3,5,69782,Metal decor articles
S3,3,699,Base metal manufac nes
S3,4,6990,  UN Special Code
S3,4,6991,Locksmiths wares
S3,5,69911,Locks/keys/clasps/parts
S3,5,69912,Base metal safes etc
S3,5,69913,Hinges - base metal
S3,5,69914,Castors - base metal
S3,5,69915,Base mtl vehicle fitment
S3,5,69916,Base mtl building fitmnt
S3,5,69917,Base mtl furnit fitment
S3,5,69919,Base mtl bracket/racks
S3,4,6992,Iron/steel chain
S3,5,69920,  UN Special Code
S3,5,69921,Iron/steel skid chain
S3,5,69922,Iron/steel chain nes art
S3,4,6993,Sewing pin/needle/notion
S3,5,69931,Iron/steel needles etc
S3,5,69932,Iron/steel pins
S3,5,69933,Base metal buckles etc
S3,4,6994,Springs and leaves
S3,5,69941,"Iron,steel springs,etc"
S3,5,69942,Copper springs/leaves
S3,4,6995,Base mtl misc articles
S3,5,69951,Base mtl flexible tubing
S3,5,69952,Base mtl bells non-elec
S3,5,69953,Base mtl stoppers/lids
S3,5,69954,Base mtl name etc plate
S3,5,69955,Base mtl solder/weld rod
S3,4,6996,Iron/steel articles nes
S3,5,69961,"Iron,steel anchors,part"
S3,5,69962,Non-mal iron casting nes
S3,5,69963,Iron/steel castings nes
S3,5,69965,Iron/stl forging nes unw
S3,5,69967,Irn/stl wire article nes
S3,5,69969,Irn/steel articles nes
S3,4,6997,Artics cu/ni/al/pb/zn/sn
S3,5,69970,  UN Special Code
S3,5,69971,Copper chain/parts
S3,5,69973,Copper articles nes
S3,5,69975,Nickel articles nes
S3,5,69976,Lead articles nes
S3,5,69977,Zinc articles nes
S3,5,69978,Tin articles nes
S3,5,69979,Aluminium articles nes
S3,4,6998,Articles co/cd/ti/zr nes
S3,5,69981,Cobalt wrt/articles nes
S3,5,69983,Cadmium wrt/articles nes
S3,5,69985,Titanium wrt/artics nes
S3,5,69987,Zirconium wrt/artics nes
S3,4,6999,Articles w/mo/ta/mg/etc
S3,5,69990,  UN Special Code
S3,5,69991,Tungsten wrt/artics nes
S3,5,69992,Molybdenm wrt/artics nes
S3,5,69993,Tantalum wrt/artics nes
S3,5,69994,Magnesium wrt/artics nes
S3,5,69995,Beryllium wrt/artics nes
S3,5,69999,Base mtls nes wrt/artics
S3,1,7,Machinery/transp equipmt
S3,2,70,  UN Special Code
S3,2,71,Power generating equipmt
S3,3,710,  UN Special Code
S3,3,711,Steam generating boilers
S3,4,7110,  UN Special Code
S3,4,7111,Steam/s-h water boilers
S3,5,71111,Steam boilers exc cent-h
S3,5,71112,Super-heat water boilers
S3,4,7112,Aux plant for boilers
S3,5,71121,Aux plant for boilers
S3,5,71122,Steam condensers
S3,4,7119,Parts for boilers/etc
S3,5,71191,Pts nes of boilers 711.1
S3,5,71192,Pts nes boiler equ 711.2
S3,3,712,Steam/vapour turbines
S3,4,7120,  UN Special Code
S3,4,7121,Steam/etc turbines
S3,5,71211,"Steam turbines, marine"
S3,5,71219,"Steam turbines, other"
S3,4,7128,Stm turbine(712.1)parts
S3,3,713,Internal combust engines
S3,4,7131,Int comb piston engines
S3,5,71311,Aircraft piston engines
S3,5,71319,Pts nes a/c piston engs
S3,4,7132,Motor veh. i/c pistn eng
S3,5,71321,Recip piston engs<1000cc
S3,5,71322,Recip piston engs>1000cc
S3,5,71323,Diesel etc engines
S3,4,7133,Marine i/c piston motors
S3,5,71331,Outboard motors
S3,5,71332,Marine spark-ign eng nes
S3,5,71333,Marine diesel engines
S3,4,7138,Int comb piston engs nes
S3,5,71381,Spark-ign piston eng nes
S3,5,71382,Diesel engines nes
S3,4,7139,Parts nes int-c engines
S3,5,71391,Parts nes spark-ign engs
S3,5,71392,Parts nes diesel engines
S3,3,714,Engines non-electric nes
S3,4,7144,Reaction engines
S3,5,71441,Turbo-jets
S3,5,71449,Reaction engines nes
S3,4,7148,Gas turbines nes
S3,5,71480,  UN Special Code
S3,5,71481,Turbo-propellers
S3,5,71489,Other gas turbines nes
S3,4,7149,Parts react/gas turb eng
S3,5,71490,  UN Special Code
S3,5,71491,Parts nes turbo-jet/prop
S3,5,71499,Parts nes gas turbines
S3,3,716,Rotating electr plant
S3,4,7160,  UN Special Code
S3,4,7161,Electric motors <37.5w
S3,4,7162,Dc motor(>37w)/generator
S3,4,7163,Ac motor(>37w)/generator
S3,5,71631,"Ac,ac/dc motors >37.5w"
S3,5,71632,Ac generators
S3,4,7164,Electric rotary convertr
S3,4,7165,Electricity generatg set
S3,5,71651,Gen sets with pistn engs
S3,5,71652,Generating sets nes
S3,4,7169,Pts nes motors/generator
S3,3,718,Power generating equ nes
S3,4,7181,Hydraulic turbines/parts
S3,5,71811,Hydr turbine/water wheel
S3,5,71819,Parts nes hydraul turbin
S3,4,7187,Nuclear reactr/part/fuel
S3,5,71871,Nuclear reactors
S3,5,71877,Nuclear fuel elements
S3,5,71878,Nuclear reactor parts
S3,4,7189,Engines/motors nes
S3,5,71890,  UN Special Code
S3,5,71891,Linear hydr power engine
S3,5,71892,Linear pneum.power engin
S3,5,71893,"Other engines,motors nes"
S3,5,71899,Parts nes of engines nes
S3,2,72,Industry special machine
S3,3,720,  UN Special Code
S3,3,721,Agric machine ex tractr
S3,4,7211,Agricultural machinery
S3,5,72111,Ploughs
S3,5,72112,Seeders/planters/etc
S3,5,72113,Cultivators/weeders/etc
S3,5,72118,Oth agric/hortic machnry
S3,5,72119,Agric machine(7211)parts
S3,4,7212,Harvesting machinery
S3,5,72121,Lawn mowers
S3,5,72122,Combine harvestr-threshr
S3,5,72123,Oth harv/thresher/mower
S3,5,72126,Egg/fruit clean/sort mac
S3,5,72127,Seed clean/sort machinry
S3,5,72129,Pts nes of machy of 7212
S3,4,7213,Dairy machinery
S3,5,72130,  UN Special Code
S3,5,72131,Milking machines
S3,5,72138,Oth dairy machinery nes
S3,5,72139,Pts nes dairy machinery
S3,4,7219,Agricultural machine nes
S3,5,72191,Wine/cider/juice equipmt
S3,5,72195,Poultry keeping equipmnt
S3,5,72196,Agric machinery nes
S3,5,72198,Parts wine/etc machines
S3,5,72199,Pts nes agric machines
S3,3,722,Tractors
S3,4,7223,Track-laying tractors
S3,4,7224,Wheeled tractors
S3,5,72241,Pedestrian cntrl tractor
S3,5,72249,Wheeled tractors nes
S3,3,723,Civil engineering plant
S3,4,7231,Bulldozers/graders/etc
S3,5,72311,Bulldozers/angledozers
S3,5,72312,Graders/levellers-constr
S3,4,7232,Mechan shovel/excavators
S3,5,72321,Front-end shovel loaders
S3,5,72322,Shovel/excavators 360deg
S3,5,72329,Self prop shovel/exc nes
S3,4,7233,Earth-movng/borng eq nes
S3,5,72330,  UN Special Code
S3,5,72331,Earth-moving scrapers
S3,5,72333,Road rollers/tampers
S3,5,72335,Coal/rock/tunnel cutters
S3,5,72337,Boring/sinking equip nes
S3,5,72339,Earth handling equip nes
S3,4,7234,Constr/mining machin nes
S3,5,72340,  UN Special Code
S3,5,72341,Pile drivers/extractors
S3,5,72342,Snow ploughs/blowers
S3,5,72343,Non-sp coal/rock cutters
S3,5,72344,Non-sp boring machin nes
S3,5,72345,Non-sp tamping machn nes
S3,5,72346,Non-self prop scrapers
S3,5,72347,Non-sp e-m machines nes
S3,5,72348,Public works machnry nes
S3,4,7239,Earth moving mach parts
S3,5,72390,  UN Special Code
S3,5,72391,E-m bucket/grab/shovels
S3,5,72392,Bulldozer etc blades
S3,5,72393,Boring/sink machry parts
S3,5,72399,Pts nes earth-movg mach
S3,3,724,Textile/leather machinry
S3,4,7243,Sewing machines etc
S3,5,72433,Sewing machines domestic
S3,5,72435,Sewing machines industrl
S3,5,72439,Sew mch needles/furn/pts
S3,4,7244,Textile yarn machinery
S3,5,72441,Textile yarn extruders
S3,5,72442,Textile fibre proc equip
S3,5,72443,Yarn spinning/etc equipm
S3,5,72449,Pts nes textile machines
S3,4,7245,Weaving/knitting/etc equ
S3,5,72451,Weaving machines (looms)
S3,5,72452,Knitting/stitch bond mac
S3,5,72453,Gimping/lace/etc machine
S3,5,72454,Yarn pre-process machine
S3,5,72455,"Felt mfg,finishing machy"
S3,4,7246,Auxiliary textile machny
S3,5,72461,Auxil weave/knit machine
S3,5,72467,Weaving loom parts/acces
S3,5,72468,Loom/knitter etc pts/acc
S3,4,7247,Text wash/dye/etc machny
S3,5,72471,Washing machine cap>10kg
S3,5,72472,Dry-cleaning machines
S3,5,72473,Drying machines cap>10kg
S3,5,72474,Oth textile machnery nes
S3,4,7248,Leather working mach nes
S3,5,72480,  UN Special Code
S3,5,72481,Hide preparation equipmt
S3,5,72483,Footwear manuf/repair eq
S3,5,72485,Leather man/repr equ nes
S3,5,72488,Parts for leather machns
S3,4,7249,Washing/etc machine part
S3,5,72491,Washing machine parts
S3,5,72492,Textile machinry pts nes
S3,3,725,Paper industry machinery
S3,4,7251,Pulp/paper making machin
S3,5,72511,Cellulose pulp mfg machn
S3,5,72512,Paper etc making etc mch
S3,4,7252,Aux paper making machiny
S3,5,72521,Paper/board cutting mach
S3,5,72523,Paper sack/env manf mach
S3,5,72525,Paper carton/etc machnry
S3,5,72527,Paper moulding machinery
S3,5,72529,Paper ind machines nes
S3,4,7259,Paper ind machine parts
S3,5,72591,Paper manuf machine pts
S3,5,72599,Paper product mach parts
S3,3,726,Printing industry machny
S3,4,7260,  UN Special Code
S3,4,7263,Print block/type mkng eq
S3,5,72631,Type setting equipment
S3,5,72635,"Printing type,plates,etc"
S3,4,7265,Offset printing machines
S3,5,72650,  UN Special Code
S3,5,72651,Reel fed offset printers
S3,5,72655,Sheet fed offset mach a4
S3,5,72659,Offset print machine nes
S3,4,7266,Non-offset printing mach
S3,5,72661,Letterpress print machin
S3,5,72663,Flexographic print mach.
S3,5,72665,Gravure print machinery
S3,5,72667,Printing machinery nes
S3,5,72668,Mach ancillary to printg
S3,4,7268,Bbokbinding machinery
S3,5,72681,Bookbinding machinery
S3,5,72689,Pts nes of bookbind mchn
S3,4,7269,Printing ind mach parts
S3,5,72690,  UN Special Code
S3,5,72691,Type-setting machn parts
S3,5,72699,Printing press parts
S3,3,727,Food processing machines
S3,4,7271,Food milling/etc machry
S3,5,72711,Cereal/dried legume mach
S3,5,72719,Cereal/dry legm mach pts
S3,4,7272,Other food proc machines
S3,5,72721,Oil/fat extract machines
S3,5,72722,Indus food proc mach nes
S3,5,72729,Indus food proc mach pts
S3,3,728,Special indust machn nes
S3,4,7280,  UN Special Code
S3,4,7281,Specialized machine tool
S3,5,72811,Machine tools - minerals
S3,5,72812,Machine tools - wood/etc
S3,5,72819,Pts nes of tools of 7281
S3,4,7283,Machinery nes - minerals
S3,5,72830,  UN Special Code
S3,5,72831,Mineral sorting etc mach
S3,5,72832,Minrl crushing etc machn
S3,5,72833,"Mnrl mixing,kneading mch"
S3,5,72834,Minrl moulding etc machn
S3,5,72839,Pts nes of machy of 7283
S3,4,7284,Special indust machy nes
S3,5,72840,  UN Special Code
S3,5,72841,Glass/lamp wkng mach nes
S3,5,72842,Rubber/plastics wrkg mch
S3,5,72843,Tobacco industry mch nes
S3,5,72844,Wood/cork presses etc.
S3,5,72846,Mtal treating machny nes
S3,5,72847,Isotopic separators
S3,5,72849,"Machnry nes,indiv functn"
S3,4,7285,Parts spec indust machny
S3,5,72851,Glass-working machy part
S3,5,72852,Plastic/rubber mach part
S3,5,72853,Tobacco machinery parts
S3,5,72855,"Parts nes, machines 7284"
S3,2,73,Metalworking machinery
S3,3,731,Mach-tools remove mtrial
S3,4,7311,Laser/etc machine tools
S3,5,73111,Laser/photon mach tools
S3,5,73112,Ultrasonic machine tools
S3,5,73113,Electro-disch mach tools
S3,5,73114,Electro/plasma mach tool
S3,4,7312,Machining centres etc
S3,5,73120,  UN Special Code
S3,5,73121,Metal machining centres
S3,5,73122,Unit construct machines
S3,5,73123,Multi-stat transfer mchn
S3,4,7313,Lathes - metal removal
S3,5,73130,  UN Special Code
S3,5,73131,"Horiz lathes,num control"
S3,5,73135,"Other lathes,num control"
S3,5,73137,Lathes horizontal nes
S3,5,73139,"Lathes,metalworking,nes"
S3,4,7314,Drilling/boring tools
S3,5,73140,  UN Special Code
S3,5,73141,Way-type unit head machn
S3,5,73142,Drilling machs nes num-c
S3,5,73143,Drilling machines nes
S3,5,73144,Bore-mill mach nes num-c
S3,5,73145,Boring-milling machs nes
S3,5,73146,Boringg machines nes
S3,4,7315,Mill/thread/tap mac-tool
S3,5,73150,  UN Special Code
S3,5,73151,"Mill mach,knee,num-cntrl"
S3,5,73152,"Milling mach,knee-t,nes"
S3,5,73153,Milling mach nes num-ctl
S3,5,73154,Milling machines nes
S3,5,73157,Threading/tapp machn nes
S3,4,7316,Sharpen/grind.. mac tool
S3,5,73160,  UN Special Code
S3,5,73161,Flat grinder acc num-ctl
S3,5,73162,Flat grinder accurat nes
S3,5,73163,Grinder nes acc num-ctrl
S3,5,73164,Grinder nes accurate nes
S3,5,73165,Sharpeners num-control
S3,5,73166,Sharpening machine nes
S3,5,73167,Honing/lapping machines
S3,5,73169,Debur/polish tools nes
S3,4,7317,Shaping/slotting/gear tl
S3,5,73170,  UN Special Code
S3,5,73171,Shaping/slotting machine
S3,5,73173,Broaching machines
S3,5,73175,Gear-cutting machines
S3,5,73177,"Sawing machs,metalworkng"
S3,5,73178,"Planing machs,mtlworking"
S3,5,73179,Mtl-removal m-tools nes
S3,3,733,Mtl m-tools w/o mtl-rmvl
S3,4,7331,Mtl press/bend/shear etc
S3,5,73310,  UN Special Code
S3,5,73311,Forging/stamping machine
S3,5,73312,Bending etc mchs num-ctl
S3,5,73313,Bending etc machines nes
S3,5,73314,Shearing etc mch num-ctl
S3,5,73315,Shearing etc mchines nes
S3,5,73316,Punching etc mch num-ctl
S3,5,73317,Punching etc mchines nes
S3,5,73318,Metal work presses nes
S3,4,7339,Metal non-rmvl tools nes
S3,5,73390,  UN Special Code
S3,5,73391,Draw benches mtl bar etc
S3,5,73393,Metal thread rolling mac
S3,5,73395,Wire working machines
S3,5,73399,Metal non-rmvl tools nes
S3,3,735,Metal machine tool parts
S3,4,7350,  UN Special Code
S3,4,7351,Mtl work/tool holder etc
S3,5,73511,Tool holder/slf-open die
S3,5,73513,Metal mch-tl work holder
S3,5,73515,Dividing head/spec atach
S3,4,7359,Metalwork mach-tool pts
S3,5,73591,Pts nes metal rmvl tools
S3,5,73595,Pts nes mtl nonrmvl tool
S3,3,737,Metalworking machine nes
S3,4,7371,Foundry equipment nes
S3,5,73711,Foundry mould/ladle/etc
S3,5,73712,Foundry casting machines
S3,5,73719,Foundry machine parts
S3,4,7372,Metal rolling mills/part
S3,5,73721,Metal rolling mills
S3,5,73729,"Roll-mill pts nes, rolls"
S3,4,7373,Electric welder/solderer
S3,5,73730,  UN Special Code
S3,5,73731,Electric soldering irons
S3,5,73732,Elec braze/solder eq nes
S3,5,73733,Metl resist-weld eq auto
S3,5,73734,Metl resist-weld equ nes
S3,5,73735,Metal arc welders autom.
S3,5,73736,Metal arc welders nes
S3,5,73737,Mtl weld/solder equi nes
S3,5,73739,Mtl weld/solder eq parts
S3,4,7374,Gas op mtl weld/cut mach
S3,5,73741,Hand-held gas welders
S3,5,73742,Gas oper weld/etc eq nes
S3,5,73743,Welding machines not gas
S3,5,73749,Parts gas welders etc.
S3,2,74,Industrial equipment nes
S3,3,740,  UN Special Code
S3,3,741,Indust heat/cool equipmt
S3,4,7410,  UN Special Code
S3,4,7412,Non-elec furnaces/parts
S3,5,74120,  UN Special Code
S3,5,74121,"Furnace burners,liq fuel"
S3,5,74123,Furnace burners nes
S3,5,74125,Mech stokers/grates/etc
S3,5,74128,Furnace burner parts
S3,4,7413,Ind/lab furnaces/ovens
S3,5,74130,  UN Special Code
S3,5,74131,Resist heat furnace/oven
S3,5,74132,Induct/diel furnace/oven
S3,5,74133,Furnaces/ovens elect nes
S3,5,74134,Induct/diel heat equ nes
S3,5,74135,Elect furnace/oven parts
S3,5,74136,Ind furnace/oven non-ele
S3,5,74137,Bakery ovens non-electrc
S3,5,74138,Ind furn/oven non-el nes
S3,5,74139,Parts ind non-el furn/ov
S3,4,7414,Indust refrigeration equ
S3,5,74140,  UN Special Code
S3,5,74143,Refrigerated display cab
S3,5,74145,Indust refrig equip nes
S3,5,74149,Pts nes indus refrig equ
S3,4,7415,Air-conditioning equipmt
S3,5,74150,  UN Special Code
S3,5,74151,Air-cond window/wall typ
S3,5,74155,Air-conditioners nes
S3,5,74159,Air-conditioner parts
S3,4,7417,Industr gas prod equipmt
S3,5,74170,  UN Special Code
S3,5,74171,Water proc gas generator
S3,5,74172,Water proc gas gen parts
S3,5,74173,Gas distill/rectify plnt
S3,5,74174,Gas heat exchange units
S3,5,74175,Air/gas liquefying equip
S3,4,7418,Indust heat/cool equ nes
S3,5,74181,Instant gas water heater
S3,5,74182,Instant non-e w-heat nes
S3,5,74183,Medical/lab sterilizers
S3,5,74184,Agricult drying equipmnt
S3,5,74185,Wood/pulp/paper dryers
S3,5,74186,Indust driers non-electr
S3,5,74187,Indust hot food/drink eq
S3,5,74189,Indust heat/cool equ nes
S3,4,7419,Parts indus heat/cool eq
S3,3,742,Pumps for liquids
S3,4,7421,Metred liquid pumps
S3,5,74211,Garage-type fuel pumps
S3,5,74219,Metred liquid pumps nes
S3,4,7422,Piston eng fuel/wtr pump
S3,4,7423,Concrete pumps
S3,4,7424,Reciprocating pumps nes
S3,4,7425,Rotary pumps nes
S3,4,7426,Centrifugal pumps nes
S3,4,7427,Pumps/liqu elevators nes
S3,5,74271,Pumps for liquids nes
S3,5,74275,Liquid elevators
S3,4,7429,Pump/liq elevator parts
S3,5,74290,  UN Special Code
S3,5,74291,Pump parts
S3,5,74295,Liquid elevator parts
S3,3,743,Fans/filters/gas pumps
S3,4,7430,  UN Special Code
S3,4,7431,"Air/vacuum pumps,comprsr"
S3,5,74310,  UN Special Code
S3,5,74311,Vacuum pumps
S3,5,74313,Hand/foot air pumps
S3,5,74315,Refrigerator compressors
S3,5,74317,Mobile air compressors
S3,5,74319,Pumps/etc nes
S3,4,7434,Fans/fan cooker hoods
S3,5,74341,Electric room fans <125w
S3,5,74343,Electric fans nes
S3,5,74345,Fan cooker hoods <120cm
S3,4,7435,Centrifuges
S3,5,74351,Centrifug cream separatr
S3,5,74355,Centrifug clothes drier
S3,5,74359,Centrifuges nes
S3,4,7436,Filter/purify equipment
S3,5,74361,Water filters/purifiers
S3,5,74362,Beverage filter/purifier
S3,5,74363,Engine oil/petrol filter
S3,5,74364,Engine air filters
S3,5,74367,Liquid filters nes
S3,5,74369,Gas filters nes
S3,4,7438,Parts for fans/gas pumps
S3,4,7439,Parts centrifuge/filters
S3,5,74391,Parts for centrifuges
S3,5,74395,Parts filters/purifiers
S3,3,744,Mechanical handling equi
S3,4,7440,  UN Special Code
S3,4,7441,Goods trucks/tractors/et
S3,5,74410,  UN Special Code
S3,5,74411,Fork lift truck etc elec
S3,5,74412,Fork lift trucks etc nes
S3,5,74413,Oth handling trucks etc
S3,5,74414,Elec work trucks no lift
S3,5,74415,Work trucks nes no lift
S3,5,74419,Pts nes of work trucks
S3,4,7442,Pulleys/winches/capstans
S3,5,74420,  UN Special Code
S3,5,74421,Pulley tackle/hoists
S3,5,74423,Pit head winding gear
S3,5,74425,Capstans/winches nes
S3,4,7443,Cranes/crane trucks
S3,5,74430,  UN Special Code
S3,5,74431,Ohead tr crane fix supp
S3,5,74432,Straddle carriers etc
S3,5,74433,Gantry/bridge/etc cranes
S3,5,74434,Tower cranes
S3,5,74435,Portal/pdestal jib crane
S3,5,74437,Crane mach nes self-prop
S3,5,74439,Cranes nes not self prop
S3,4,7444,Vehicle jacks/hoists
S3,5,74440,  UN Special Code
S3,5,74441,Garage hoists etc
S3,5,74443,Jacks/hoists nes hydraul
S3,5,74449,Vehicle jacks/hoists nes
S3,4,7447,Cont-a conveyor/elevator
S3,5,74471,Pneum elevator/conveyor
S3,5,74472,Cont action elev/conveyr
S3,5,74473,Bucket conveyor/elevator
S3,5,74474,Belt conveyor/elevator
S3,5,74479,Cont conveyor/elevat nes
S3,4,7448,Lifting/handling mch nes
S3,5,74481,Lifts and skip hoists
S3,5,74485,"Escalator,movng walkways"
S3,5,74489,Lift/handle machinry nes
S3,4,7449,Lift/handle machine part
S3,5,74491,Parts for winches/hoists
S3,5,74492,Lift truck parts
S3,5,74493,Lift/skip h/escalat part
S3,5,74494,Lifting equip parts nes
S3,3,745,Non-electr machines nes
S3,4,7451,Non-el assisted hand tls
S3,5,74511,Pneumatic hand tools
S3,5,74512,Non-el motor hand tools
S3,5,74519,Pts nes of tool of 7451
S3,4,7452,Indus wash/dry/pack equi
S3,5,74521,Industrial dish washers
S3,5,74523,Bottle clean/dry machine
S3,5,74527,Packing/wrapping mac nes
S3,5,74529,Packing etc mchy pts nes
S3,4,7453,Weighing/counting machns
S3,5,74530,  UN Special Code
S3,5,74531,Indus weighing machines
S3,5,74532,Personal weighing machns
S3,5,74539,"Weighng mach wts,pts nes"
S3,4,7456,Spraying etc equipment
S3,5,74561,Fire extinguishers
S3,5,74562,Spray guns etc  ry
S3,5,74563,Steam/sand blasting mach
S3,5,74564,Agric spraying equipment
S3,5,74565,Spraying machinery nes
S3,5,74568,Spraying machinery parts
S3,4,7459,Non-electric machine nes
S3,5,74591,Rolling mch ex mtl/glass
S3,5,74593,Rolling machine parts
S3,5,74595,Automatic vending machs
S3,5,74597,Automatic vending machs
S3,3,746,Ball/roller bearings
S3,4,7460,  UN Special Code
S3,4,7461,Ball bearings
S3,4,7462,Tapered roller bearings
S3,4,7463,Spherical roller bearing
S3,4,7464,Needle roller bearings
S3,4,7465,Cyl roller bearings nes
S3,4,7468,Ball/roller bearings nes
S3,4,7469,Ball/roller bearing part
S3,5,74691,Bearing ball/needle/roll
S3,5,74699,Ball etc bearng part nes
S3,3,747,Taps/cocks/valves
S3,4,7470,  UN Special Code
S3,4,7471,Pressure reducing valves
S3,4,7472,Pneumat/hydraulic valves
S3,4,7473,Check valves
S3,4,7474,Safety/relief valves
S3,4,7478,Taps/cocks/valves nes
S3,4,7479,Tap/cock/valve parts
S3,3,748,Mech transmission equmnt
S3,4,7480,  UN Special Code
S3,4,7481,Transmission shafts
S3,4,7482,Shaft bearings/housings
S3,5,74821,Ball/roll bearing housng
S3,5,74822,Bearing housings nes
S3,4,7483,Irn/stl artic link chain
S3,5,74830,  UN Special Code
S3,5,74831,Iron/stl roller chain
S3,5,74832,Iron/steel a-l chain nes
S3,5,74839,"Iron,stl a-l chain parts"
S3,4,7484,Gears and gearing
S3,4,7485,Flywheels/pulleys/etc
S3,4,7486,Clutches/sh coupling/etc
S3,4,7489,Gear/flywheel/cltch part
S3,3,749,Non-elec parts/acc machn
S3,4,7491,Moulds (exc metal ingot)
S3,5,74910,  UN Special Code
S3,5,74911,Foundry moulds etc nes
S3,5,74912,Mould bases
S3,5,74913,Moulding patterns
S3,5,74914,Inject/comp moulds metal
S3,5,74915,Moulds nes metal/carbide
S3,5,74916,Moulds for glass
S3,5,74917,Moulds for minerals
S3,5,74918,Inject/comp mould rubber
S3,5,74919,Mould nes rubber/plastic
S3,4,7492,Metal clad gaskets
S3,4,7499,Machine parts non-el nes
S3,5,74991,Ships propellers/blades
S3,5,74999,Mach parts nonelec nes
S3,2,75,Office/dat proc machines
S3,3,751,Office machines
S3,4,7511,Typewrirers/word proces
S3,5,75113,Auto typewriters/wp mach
S3,5,75115,Elec typewriters <12kg
S3,5,75116,Electric typewriters nes
S3,5,75118,Nonelec typewriter <12kg
S3,5,75119,Nonelec typewriters nes
S3,4,7512,Calculating machines etc
S3,5,75121,Electronic calculators
S3,5,75122,Calculating machines nes
S3,5,75123,Accounting machines
S3,5,75124,Cash registers
S3,5,75128,Postage-franking etc mch
S3,4,7513,Thermo/cont photocopiers
S3,5,75130,  UN Special Code
S3,5,75131,Direct el-stat photocop.
S3,5,75132,Indir e-stat photocopier
S3,5,75133,Non-es opt syst photocop
S3,5,75134,Non-es contact photocop.
S3,5,75135,Thermo-copying apparatus
S3,4,7519,Office machines nes
S3,5,75191,Duplicating machines
S3,5,75192,Addressing machines
