NomenclatureCode,Tier,ProductCode,ProductDescription
S3,5,53329,Printing ink exc black
S3,4,5334,Paints/varnishes
S3,5,53340,  UN Special Code
S3,5,53341,Polymer paints aqu solut
S3,5,53342,Polymer paints non-aques
S3,5,53343,Oth paints/varnishes/etc
S3,5,53344,Pigments disp non-aq med
S3,4,5335,Color for enam/glass/art
S3,5,53350,  UN Special Code
S3,5,53351,Preprd pigment/glaze/etc
S3,5,53352,Artists colours
S3,5,53353,Prepared driers
S3,5,53354,Putty/other fillings etc
S3,5,53355,"Varnish solvents,thinner"
S3,2,54,Pharmaceutical products
S3,3,540,  UN Special Code
S3,3,541,Pharmaceut exc medicamnt
S3,4,5410,  UN Special Code
S3,4,5411,Vitamins/provitamins
S3,5,54110,  UN Special Code
S3,5,54111,"Provitamins, unmixed"
S3,5,54112,Vitamin a/derivatives
S3,5,54113,Vitamin b/derivatives
S3,5,54114,Vitamin c/derivatives
S3,5,54115,Vitamin e/derivatives
S3,5,54116,Vitamins unmixed nes
S3,5,54117,Provitamin/vitamin mixt.
S3,4,5413,"Antibiotics,non-medical"
S3,5,54130,  UN Special Code
S3,5,54131,Penicillins and derivs
S3,5,54132,Streptomycins and derivs
S3,5,54133,Tetracyclines and derivs
S3,5,54139,Other antibiotics(bulk)
S3,4,5414,Veg alkaloids/ester/salt
S3,5,54140,  UN Special Code
S3,5,54141,Opium alkaoids/derivs
S3,5,54142,Cinchona alkaloids/deriv
S3,5,54143,Caffeine and its salts
S3,5,54144,Ephedrines/salts
S3,5,54145,Theophylline etc/derivs
S3,5,54146,Rye ergot alkaloids/driv
S3,5,54147,Nicotine and its salts
S3,5,54149,Veg alkaloids nes/salts
S3,4,5415,Hormones/steroids/derivs
S3,5,54151,Insulin and its salts
S3,5,54152,Pituitary/etc hormone/de
S3,5,54153,Cortisone/derivatives
S3,5,54159,Othr hormones/derivs/etc
S3,4,5416,Glycosides/glands/vaccin
S3,5,54160,  UN Special Code
S3,5,54161,Glycosides and derivativ
S3,5,54162,Glands etc and extracts
S3,5,54163,Antisera/bld fra/vaccine
S3,5,54164,Blood/toxin/cultures etc
S3,4,5419,"Pharm goods,non-medicam."
S3,5,54190,  UN Special Code
S3,5,54191,Bandages/plasters/gauze
S3,5,54192,Blood grouping reagents
S3,5,54193,X-ray opacifiers
S3,5,54199,Oth pharmaceutical goods
S3,3,542,Medicaments include vet
S3,4,5420,  UN Special Code
S3,4,5421,Insulin medicaments bulk
S3,5,54211,Penicillin non-retail
S3,5,54212,Antibiotic nes nonretail
S3,5,54213,Penicillin/strept retail
S3,5,54219,Antibiotics nes retail
S3,4,5422,Hormones
S3,5,54221,"Insulin formulated,bulk"
S3,5,54222,Other hormone non-retail
S3,5,54223,Insulin retail packs
S3,5,54224,"Hormone-ach, retail pack"
S3,5,54229,Hormones nes retail pack
S3,4,5423,Alkaloids/derivatives
S3,5,54231,"Alkaloids, non-retail"
S3,5,54232,"Alkaloids, retail packs"
S3,4,5429,Medicaments n.e.s.
S3,5,54290,  UN Special Code
S3,5,54291,Medicaments nes non-ret.
S3,5,54292,Vitamin/provitam. retail
S3,5,54293,Medicam nes retail packs
S3,2,55,Perfume/cosmetic/cleansr
S3,3,550,  UN Special Code
S3,3,551,Essent.oil/perfume/flavr
S3,4,5513,Essential oils
S3,5,55130,  UN Special Code
S3,5,55131,Essential oils-citrus
S3,5,55132,Essential oils nes
S3,5,55133,Resinoids
S3,5,55135,Essential oil concentrat
S3,4,5514,Odiferous mixtures
S3,5,55141,Food/drink perfumes
S3,5,55149,Other perfume mixes
S3,3,553,Perfume/toilet/cosmetics
S3,4,5531,Perfumes/toilet waters
S3,4,5532,Skin care/manicure preps
S3,4,5533,Hair care preparations
S3,4,5534,Oral hygiene preperation
S3,4,5535,Shaving/deodor/bath prep
S3,5,55350,  UN Special Code
S3,5,55351,Shaving preparations
S3,5,55352,Personal deodorants etc
S3,5,55353,Bath salts etc.
S3,5,55354,Room deodorizers/insence
S3,5,55359,Perfumery/cosmetics nes
S3,3,554,Soaps/cleansers/polishes
S3,4,5541,Soap in form of bars etc
S3,5,55410,  UN Special Code
S3,5,55411,Toilet soap in bars etc.
S3,5,55415,Other soap in bars etc.
S3,5,55419,Soap in other than bars
S3,4,5542,Organic detergents nes
S3,5,55421,Organic detergents
S3,5,55422,Detergent nes retail pak
S3,5,55423,Detergent nes non-retail
S3,4,5543,Polishes/scouring preps
S3,5,55431,Leather polishes/creams
S3,5,55432,Furniture polishes etc.
S3,5,55433,Coachwork polishes etc.
S3,5,55434,Scouring piowders/pastes
S3,5,55435,Glass/metal polishes etc
S3,2,56,Manufactured fertilizers
S3,3,562,Manufactured fertilizers
S3,4,5620,  UN Special Code
S3,4,5621,Nitrogenous fertilizers
S3,5,56210,  UN Special Code
S3,5,56211,Ammonium nitrate fert.
S3,5,56212,Ammonium sulphonitrate f
S3,5,56213,Ammonium sulphate fert.
S3,5,56214,Ammonium-calcium nitrate
S3,5,56215,Calcium cyanamide fert.
S3,5,56216,Urea (fertilizer)
S3,5,56217,Urea+ammonium nitrat mix
S3,5,56219,Chem nitrog fertilzr nes
S3,4,5622,Chem phosphatic fertiliz
S3,5,56221,Basic slag (thomas slag)
S3,5,56222,Superphosphates
S3,5,56229,Chem phosph fertilzr nes
S3,4,5623,Chem potassic fertilizer
S3,5,56231,Potassium chloride fert.
S3,5,56232,Potassium sulphate fert.
S3,5,56239,Chem potass fertilzr nes
S3,4,5629,Chemical fertilizers nes
S3,5,56290,  UN Special Code
S3,5,56291,Nit-phos-pot fertlzr nes
S3,5,56292,Phos-potash fertilizers
S3,5,56293,Diammonium phosphate fer
S3,5,56294,Monoammonium phosphate f
S3,5,56295,Nitrog-phos fertilzr nes
S3,5,56296,Fertilizers retail packs
S3,5,56299,Fertilizers nes
S3,2,57,Plastics in primary form
S3,3,570,  UN Special Code
S3,3,571,Primary ethylene polymer
S3,4,5710,  UN Special Code
S3,4,5711,Polyethylene
S3,5,57111,Polyethylene sg<0.94
S3,5,57112,Polyethylene sg>0.94
S3,4,5712,Ethylene-vinyl acetate
S3,4,5719,Primary ethylene pol nes
S3,3,572,Styrene primary polymers
S3,4,5720,  UN Special Code
S3,4,5721,Polystyrene
S3,5,57211,Expansible polystyrene
S3,5,57219,Other polystyrene
S3,4,5729,Styrene polmers nes
S3,5,57290,  UN Special Code
S3,5,57291,Styrene-acronitrile cpol
S3,5,57292,Abs copolymer
S3,5,57299,Styrene polymers nes
S3,3,573,Vinyl chloride etc polym
S3,4,5730,  UN Special Code
S3,4,5731,Polyvinyl chloride
S3,5,57311,Pvc not mixed other subs
S3,5,57312,Pvc nes non-plasticised
S3,5,57313,Pvc nes plasticised
S3,4,5739,Vc polymers etc nes
S3,5,57390,  UN Special Code
S3,5,57391,Vinyl chlor-acet copolym
S3,5,57392,Vinyl chloride copol nes
S3,5,57393,Vinylidene chlor polymer
S3,5,57394,Fluoro-polymers
S3,5,57399,Other halo-polymers nes
S3,3,574,Polyacetals/polyesters..
S3,4,5740,  UN Special Code
S3,4,5741,Polyacetals/polyethers
S3,5,57411,Polyacetals
S3,5,57419,Polyethers nes
S3,4,5742,Epoxide resins
S3,4,5743,Polycarbonates/alk resin
S3,5,57431,Poycarbonates
S3,5,57432,Alkyd resins
S3,5,57433,Polyethylene terephthlat
S3,5,57434,Unsat polyesters nes
S3,5,57439,Primary polyesters nes
S3,3,575,Plastic nes-primary form
S3,4,5750,  UN Special Code
S3,4,5751,Propylene/olefin polymer
S3,5,57510,  UN Special Code
S3,5,57511,Polypropylene
S3,5,57512,Polyisobutylene
S3,5,57513,Propylene copolymers
S3,5,57519,Propyl/olefin polym nes
S3,4,5752,Acrylic polymers
S3,5,57521,Polymethyl methacrylate
S3,5,57529,Acrylic polymers nes
S3,4,5753,Polyamides
S3,5,57530,  UN Special Code
S3,5,57531,Special polyamides
S3,5,57539,Other polyamides
S3,4,5754,Amino/phenol resins etc
S3,5,57540,  UN Special Code
S3,5,57541,Urea/thiourea resins
S3,5,57542,Melamine resins
S3,5,57543,Amino-resins nes
S3,5,57544,Phenolic resins
S3,5,57545,Polyurethanes
S3,4,5755,Cellulose/derivatives
S3,5,57550,  UN Special Code
S3,5,57551,Cellulose acetate non-pl
S3,5,57552,Cellulose acetate plasd
S3,5,57553,Cellulose nitrates
S3,5,57554,Cellulose ethers
S3,5,57559,Cellulose/derivs nes
S3,4,5759,"Plastics, n.e.s."
S3,5,57590,  UN Special Code
S3,5,57591,Vinyl acetate polymers
S3,5,57592,Vinyl polymers nes
S3,5,57593,Silicones - primary
S3,5,57594,"Alginic acid,salts,ester"
S3,5,57595,Natural polymers/derivs
S3,5,57596,Petroleum resins etc.
S3,5,57597,Ion exch polymers
S3,3,579,Plastic waste/scrap
S3,4,5790,  UN Special Code
S3,4,5791,Polyethylene wast/scrap
S3,4,5792,Polystyrene waste/scrap
S3,4,5793,Polyvinyl chloride wast
S3,4,5799,Plastic waste/scrap nes
S3,2,58,Plastics non-primry form
S3,3,581,Plastic tube/pipe/hose
S3,4,5810,  UN Special Code
S3,4,5811,Plastic sausage casings
S3,4,5812,Rigid plastic pipes etc
S3,4,5813,Reinforced plastic pipes
S3,4,5814,Oth plast pipe w/o fitg
S3,4,5815,Oth plast pipe with fitg
S3,4,5816,Plastic tubes etc nes
S3,4,5817,Fittings - plastic tubes
S3,3,582,Plastic sheets/film/etc
S3,4,5820,  UN Special Code
S3,4,5821,Self-adhesive plastic
S3,5,58211,Adhes plast film <20cm
S3,5,58219,Othr adhes plastic film
S3,4,5822,Plasic sheets etc nes
S3,5,58220,  UN Special Code
S3,5,58221,Ethylene polym film etc
S3,5,58222,Propylene polym film etc
S3,5,58223,Styrene polym film etc
S3,5,58224,Vinyl chloride film etc
S3,5,58225,Acrylic polymer film etc
S3,5,58226,Polycarb/etc film etc
S3,5,58227,Vulcanized rubber film
S3,5,58228,Cellulose etc film etc
S3,5,58229,Oth plastic film etc
S3,4,5829,Plastic foil/sheet..nes
S3,5,58291,Cellular plastic sheet
S3,5,58299,Non-cellular plast sheet
S3,3,583,Monofilament rods/sticks
S3,4,5830,  UN Special Code
S3,4,5831,Ethlene polymer rods etc
S3,4,5832,Vinyl chloride rods etc
S3,4,5839,Oth plastic rods/sticks
S3,2,59,Chem material/prods nes
S3,3,591,Household/garden chemcal
S3,4,5910,  UN Special Code
S3,4,5911,Insecticides retail
S3,4,5912,Fungicides retail
S3,4,5913,Garden chemicals retail
S3,4,5914,Disinfectant/rodenticide
S3,5,59141,Disinfectants retail
S3,5,59149,Pesticides retail pack
S3,3,592,Starches/glues/etc.
S3,4,5920,  UN Special Code
S3,4,5921,Starch/inulin/gluten
S3,5,59210,  UN Special Code
S3,5,59211,Wheat starch
S3,5,59212,Maize (corn) starch
S3,5,59213,Potato starch
S3,5,59214,Manioc (cassava) starch
S3,5,59215,Starches nes
S3,5,59216,Inulin
S3,5,59217,Wheat gluten
S3,4,5922,Aluminoids/modif starch
S3,5,59221,Casein
S3,5,59222,Casein glues/derivs
S3,5,59223,Albumins and derivatives
S3,5,59224,Gelatin and derivatives
S3,5,59225,Peptones/protein derivs
S3,5,59226,Dextrins/modif starches
S3,5,59227,Dextrin/starch glues
S3,5,59229,Prepared glue nes retail
S3,3,593,Explosives/pyrotechnics
S3,4,5930,  UN Special Code
S3,4,5931,Propel pwdr/prep explos.
S3,5,59310,  UN Special Code
S3,5,59311,Propellent powders
S3,5,59312,Prepared explosives nes
S3,4,5932,"Fuses,primers,detonators"
S3,4,5933,Firworks/flares/rockets
S3,5,59331,Fireworks
S3,5,59333,Signal flares/rockets
S3,3,597,Oil etc additives/fluids
S3,4,5970,  UN Special Code
S3,4,5972,Oil/petrol additives
S3,5,59720,  UN Special Code
S3,5,59721,Anti-knock preparations
S3,5,59725,Lubricating oil additive
S3,5,59729,Oil substitute additives
S3,4,5973,Hydr trans liq/antifreez
S3,5,59731,Hydraulic brake fluid
S3,5,59733,Anti-freezing preps etc
S3,4,5977,Low-petroleum lube oils
S3,5,59771,Petro-based leather prep
S3,5,59772,Petroleum lubricat oils
S3,5,59773,Textile etc lub non-petr
S3,5,59774,Lubr oil non-petroleum
S3,3,598,Misc chemical prods nes
S3,4,5980,  UN Special Code
S3,4,5981,Wood/resin-base chem prd
S3,5,59810,  UN Special Code
S3,5,59811,Tall oil
S3,5,59812,Residual wood pulp lyes
S3,5,59813,Wood oils/turpentine/etc
S3,5,59814,Rosin/resin acid/oil/der
S3,5,59818,Wood tar/veg pitch etc
S3,4,5983,Artificial/prepd waxes
S3,5,59830,  UN Special Code
S3,5,59831,Lignite based waxes
S3,5,59835,Polyethylene glycol wax
S3,5,59839,Artificial/prepd wax nes
S3,4,5984,Alkyl-benzene/naphthalen
S3,5,59840,  UN Special Code
S3,5,59841,Mixed alkylbenzenes nes
S3,5,59845,Mixed alkylnaphthalenes
S3,4,5985,Doped chemicals (electr)
S3,4,5986,Org chem products nes
S3,5,59861,Artificial graphite/etc
S3,5,59863,Prep rubber accelerators
S3,5,59864,Activted carbon
S3,5,59865,Activted nat minrl prods
S3,5,59867,"Culture media,prepared"
S3,5,59869,Compos lab reagents nes
S3,4,5988,Catalysts/preparations
S3,5,59880,  UN Special Code
S3,5,59881,Ni-based suppt catalysts
S3,5,59883,Prec.metal supp catalyst
S3,5,59885,Supported catalysts nes
S3,5,59889,Catalysts/preps nes
S3,4,5989,Chem prods/preps nes
S3,5,59891,Dye carrier/mordant/etc
S3,5,59893,Compound plasticizers
S3,5,59894,Fire extinguishr charges
S3,5,59895,Modelling pastes etc.
S3,5,59896,Fluxes/pickling prep/etc
S3,5,59897,Cement/etc additives
S3,5,59898,Non-refractory mortars
S3,5,59899,"Oth chem prods,preps,nes"
S3,1,6,Manufactured goods
S3,2,60,  UN Special Code
S3,2,61,Leather manufactures
S3,3,611,Leather
S3,4,6110,  UN Special Code
S3,4,6112,Composition leather
S3,4,6113,Bovine leather < 2.6 m2
S3,4,6114,Bovine/equine leathr nes
S3,5,61141,Tanned bov/equin leather
S3,5,61142,Prepd bov/equine leather
S3,4,6115,Sheep leather w/out wool
S3,5,61151,Tanned sheep/lamb leathr
S3,5,61152,Prepd sheep/lamb leather
S3,4,6116,"Goat/kid leather,no hair"
S3,5,61161,Tanned goat/kid leather
S3,5,61162,Prepd goat/kid leather
S3,4,6117,Animal leather nes
S3,5,61171,Pigs leather
S3,5,61172,Reptile skin leather
S3,5,61179,Animal skin leather nes
S3,4,6118,Leather special finish
S3,5,61180,  UN Special Code
S3,5,61181,Chamois-dressed leather
S3,5,61183,"Leather patent,metalized"
S3,3,612,Leather manufactures
S3,4,6121,Indust leather articles
S3,4,6122,Harness-makers goods
S3,4,6129,Leather manufactures nes
S3,3,613,Furskins tanned/dressed
S3,4,6130,  UN Special Code
S3,4,6131,Whole furskins unassemb.
S3,5,61311,Mink skins unassembled
S3,5,61312,Rabbit/hare skins unass.
S3,5,61313,Special lamb skins unass
S3,5,61319,Fur skins nes unassemb.
S3,4,6132,Fur skin pieces
S3,4,6133,Whole furskins assembled
S3,2,62,Rubber manufactures nes
S3,3,621,Materials of rubber
S3,4,6211,Compounded unvulc rubber
S3,5,62110,  UN Special Code
S3,5,62111,Rubber comp c-black/sil.
S3,5,62112,Compounded rubber solutn
S3,5,62119,Rubber material nes
S3,4,6212,Rubber rod/tube unvulc
S3,5,62121,Camel-back retread strip
S3,5,62129,Rubber profiles nes
S3,4,6213,Unhardened vulc rubber
S3,5,62131,Vulc rubber thread/cord
S3,5,62132,Unhard vulc cell rubber
S3,5,62133,Unhard vulc rubber nes
S3,4,6214,Uh vulc rubber hose etc.
S3,5,62140,  UN Special Code
S3,5,62141,Uh rubber tube no fittng
S3,5,62142,Uh metal-reinf rubr tube
S3,5,62143,Uh text-reinf rubbr tube
S3,5,62144,Uh nes-reinf rubber tube
S3,5,62145,Uh rubber tube + fitting
S3,3,625,Rubber tyres/treads
S3,4,6251,Tyres new for motor car
S3,4,6252,"Tyres,new,bus or lorry"
S3,4,6253,"Tyres,new for aircraft"
S3,4,6254,"Tyres,new,cycles etc."
S3,5,62541,"Tyres,new,motorcycles"
S3,5,62542,"Tyres,new,bicycles"
S3,4,6255,"Tyres,pneumatic,nes"
S3,5,62551,"Tyres nes,herring-bone"
S3,5,62559,"Tyres nes,other"
S3,4,6259,Retreads/flaps/inner tub
S3,5,62590,  UN Special Code
S3,5,62591,Inner tubes
S3,5,62592,Retreaded tyres
S3,5,62593,Used pneumatic tyres
S3,5,62594,Solid/cushion tyres
S3,3,629,Articles of rubber nes
S3,4,6291,Pharmateutical rubber
S3,5,62911,Condoms
S3,5,62919,Pharmaceut. rubber nes
S3,4,6292,Conveyor/etc belting
S3,5,62920,  UN Special Code
S3,5,62921,Conveyor/etc belts v
S3,5,62929,Conveyor/etc belts nes
S3,4,6299,Hardened rubber articles
S3,5,62991,Hardnd rubber/ebonite
S3,5,62992,Uh cell vulc rub article
S3,5,62999,Uh non-cell rub articles
S3,2,63,Cork/wood manufactures
S3,3,633,Cork manufactures
S3,4,6331,Articles of natural cork
S3,5,63311,Corks and stoppers
S3,5,63319,Cork manufactures nes
S3,4,6332,Agglomerated cork
S3,5,63321,Agglomerated cork shapes
S3,5,63329,Agglomerated cork nes
S3,3,634,Veneer/plywood/etc
S3,4,6341,Veneer shets etc <6mm
S3,5,63411,Veneer sheets coniferous
S3,5,63412,Veneer sheets non-conif.
S3,4,6342,Densified/reconst wood
S3,5,63421,Densif wood blocks etc.
S3,5,63422,Particle board (wood)
S3,5,63423,Particle board(exc wood)
S3,4,6343,Plywood(plies<6mm thick)
S3,5,63431,Plywood-hardwood faced
S3,5,63439,Plywood-standard
S3,4,6344,Plywood/laminates nes
S3,5,63441,Plywood/lam hard faced
S3,5,63449,Plywood/laminates nes
S3,4,6345,Fibreboard
S3,5,63450,  UN Special Code
S3,5,63451,Fibreboard dens>0.8g/cm3
S3,5,63452,Fibreboard dens>0.5g/cm3
S3,5,63453,Fibreboard dens>.35g/cm3
S3,5,63459,Fibreboard nes
S3,4,6349,Wood simply shaped nes
S3,5,63491,"Hoopwood,split poles etc"
S3,5,63493,Wood wool/wood flour
S3,3,635,Wood manufactures n.e.s.
S3,4,6351,Wood boxes/drums/pallets
S3,5,63511,Wood boxes/drums/cases
S3,5,63512,Wood pallets etc.
S3,4,6352,"Cooprage prod,inc staves"
S3,4,6353,Builders wood materials
S3,5,63530,  UN Special Code
S3,5,63531,Wooden windows/frames
S3,5,63532,Wooden doors/frames
S3,5,63533,Wooden shingles/shakes
S3,5,63539,Builders wood nes
S3,4,6354,Domestic/decor wood art.
S3,5,63541,Wood picture etc frames
S3,5,63542,Wood table/kitchen ware
S3,5,63549,Wood marquetry/carvings
S3,4,6359,Wood manufactures nes
S3,5,63591,Tools/handles etc wood
S3,5,63599,Other wood articles nes
S3,2,64,Paper/paperboard/article
S3,3,640,  UN Special Code
S3,3,641,Paper/paperboard
S3,4,6410,  UN Special Code
S3,4,6411,Newsprint rolls/sheets
S3,4,6412,Uncoated paper/board
S3,5,64120,  UN Special Code
S3,5,64121,Hand-made paper/board
S3,5,64122,Sensitized paper
S3,5,64123,Carbonizing base paper
S3,5,64124,Wallpaper base
S3,5,64125,Paper nes <40g non-mech
S3,5,64126,Paper nes 40-150g non-me
S3,5,64127,Paper nes >150g non-mech
S3,5,64129,Paper nes mechanic proc.
S3,4,6413,Paper coated/colourd etc
S3,5,64130,  UN Special Code
S3,5,64131,Carbon/duplicator paper
S3,5,64132,Kaolin coated paper<150g
S3,5,64133,Kaolin coated paper>150g
S3,5,64134,Kaolin coat mech paper
S3,4,6414,Uncoated kraft paper
S3,5,64140,  UN Special Code
S3,5,64141,Kraft uncoated unbl bulk
S3,5,64142,Sack kraft paper in bulk
S3,5,64146,Kraft uncoat bulk <150g
S3,5,64147,Kraft uncoat bulk <225g
S3,5,64148,Kraft uncoat bulk >225g
S3,4,6415,Kraft uncoat bulk nes
S3,5,64150,  UN Special Code
S3,5,64151,Semi-chem fluting paper
S3,5,64152,"Sulphite wrap paper,bulk"
S3,5,64153,Greaseproof/transp paper
S3,5,64154,Multi-ply uncoat paper
S3,5,64155,Cigarette paper nes
S3,5,64156,Filter/felt paper
S3,5,64157,Paper nes uncoated <150g
S3,5,64158,Paper nes uncoated <225g
S3,5,64159,Paper nes uncoated >225g
S3,4,6416,Bulk corrug etc paper
S3,5,64160,  UN Special Code
S3,5,64161,Bulk creped sack kraft
S3,5,64162,Bulk creped kraft nes
S3,5,64163,Creped household paper
S3,5,64164,Bulk corrugated paper
S3,5,64169,Creped etc paper nes
S3,4,6417,Bulk paper etc nes
S3,5,64170,  UN Special Code
S3,5,64171,Plasticized paper >150g
S3,5,64172,Plasticized paper nes
S3,5,64173,Bulk tarred paper
S3,5,64174,Bleached coat kraft<150g
S3,5,64175,Bleached coat kraft>150g
S3,5,64176,Kraft paper/board nes
S3,5,64177,Coated paper etc nes
S3,5,64178,Gummed/adhesive paper
S3,5,64179,Bulk paper/board nes
S3,4,6419,Convertd paper/board nes
S3,5,64190,  UN Special Code
S3,5,64191,Tar-laminated paper etc.
S3,5,64192,Composite paper bulk nes
S3,5,64193,Paper pulp filter blocks
S3,5,64194,"Wallpaper, etc."
S3,3,642,Cut paper/board/articles
S3,4,6421,Paper cartons/packing
S3,5,64211,Corrugated paper cartons
S3,5,64212,Folding non-corr cartons
S3,5,64213,Paper sacks >40cm wide
S3,5,64214,Paper sacks/bags nes
S3,5,64215,Paper packing contrs nes
S3,5,64216,Office files etc-paper
S3,4,6422,Envelopes/writing paper
S3,5,64221,Envelopes
S3,5,64222,Postcards etc
S3,5,64223,Boxed stationary etc.
S3,4,6423,Note books/folders etc
S3,5,64231,Office books/pads
S3,5,64232,Exercise books
S3,5,64233,Binders/folders/files
S3,5,64234,Manifold business forms
S3,5,64235,Albums for collections
S3,5,64239,Book covers/blotters etc
S3,4,6424,Paper/board cut nes
S3,5,64241,Cigarette paper precut
S3,5,64242,Copying paper ct to size
S3,5,64243,Toilet paper cut to size
S3,5,64244,"Gummed paper strip,rolls"
S3,5,64245,Filter papers etc.
S3,5,64248,Printg/writing paper nes
S3,4,6429,Paper products nes
S3,5,64291,Spools etc of paper etc
S3,5,64292,Punched card mach cards
S3,5,64293,Paper plates etc.
S3,5,64294,"Paper tissues,towels etc"
S3,5,64295,Paper etc diapers etc
S3,5,64299,Other articles of paper
S3,2,65,Textile yarn/fabric/art.
S3,3,650,  UN Special Code
S3,3,651,Textile yarn
S3,4,6510,  UN Special Code
S3,4,6511,Wool/animal hair yarn
S3,5,65110,  UN Special Code
S3,5,65112,Carded wool yarn in bulk
S3,5,65113,Combed wool yarn in bulk
S3,5,65114,Fine hair yarn in bulk
S3,5,65115,Coarse hair yarn in bulk
S3,5,65116,"Wool etc yarn, retail"
S3,5,65117,Carded wool blend yarn
S3,5,65118,Combed wool blend yarn
S3,5,65119,"Wool blend yarn, retail"
S3,4,6512,Cotton sewing thread
S3,5,65120,  UN Special Code
S3,5,65121,"Cotton sewing thrd, bulk"
S3,5,65122,Cotton sewing thr retail
S3,4,6513,Cotton yarn nes
S3,5,65131,"Cotton (>85%)yarn,retail"
S3,5,65132,"Cotton yarn nes, retail"
S3,5,65133,Cotton(>85%)yarn bulk
S3,5,65134,Cotton(<85%)yarn bulk
S3,4,6514,Man-made sewing threads
S3,5,65140,  UN Special Code
S3,5,65141,Synth filament sewing th
S3,5,65142,Artif filament sewing th
S3,5,65143,Synth staple sewing thrd
S3,5,65144,Artif staple sewing thrd
S3,4,6515,Synth.fil.yarn text.bulk
S3,5,65150,  UN Special Code
S3,5,65151,Nylon/polyamide fil yarn
S3,5,65152,Polyester filament yarn
S3,5,65159,Synth filament yarn nes
S3,4,6516,Synth fil yarn untexturd
S3,5,65160,  UN Special Code
S3,5,65161,Synth fil yarn retail
S3,5,65162,Nylon/polyam hi-ten yarn
S3,5,65163,Single untw syn yarn nes
S3,5,65164,Singl twist syn yarn nes
S3,5,65169,Multi-fil synth yarn nes
S3,4,6517,Artificial filament yarn
S3,5,65170,  UN Special Code
S3,5,65171,Artif filam yarn retail
S3,5,65172,Bulk textured artif yarn
S3,5,65173,Bulk hi-ten viscos rayon
S3,5,65174,Bulk visco-rayon <120t/m
S3,5,65175,Single artif yarn nes
S3,5,65176,Multi-fil artif yarn nes
S3,5,65177,Artif monfil >67 decitex
S3,4,6518,Yarn stap fib etc <5mm
S3,5,65180,  UN Special Code
S3,5,65181,Syn stap(>85%)yarn retl.
S3,5,65182,Syn stap(>85%)yarn bulk
S3,5,65183,Syn stap(<85%)yarn retl.
S3,5,65184,Syn stap(<85%)yarn bulk
S3,5,65185,Artif staple yarn retail
S3,5,65186,Art stap(>85%)yarn bulk
S3,5,65187,Art stap(<85%)yarn mixt.
S3,5,65188,Syn monof yarn>67decitex
S3,4,6519,Yarn-textile fibres nes
S3,5,65191,Metallized textile yarn
S3,5,65192,"Silk yarn non waste,bulk"
S3,5,65193,Silk waste yarn in bulk
S3,5,65194,Silk yarn for retail
S3,5,65195,Yarn etc of glass fibre
S3,5,65196,Flax yarn
S3,5,65197,Jute etc yarn
S3,5,65199,"Veg fibre yarn nes,paper"
S3,3,652,"Cotton fabrics, woven"
S3,4,6520,  UN Special Code
S3,4,6521,Cotton gauze/pile/chenil
S3,5,65210,  UN Special Code
S3,5,65211,Cotton gauze exc narrow
S3,5,65212,Unblchd cotton terry fab
S3,5,65213,Woven cotton terry nes
S3,5,65214,Cotton uncut pile fabric
S3,5,65215,Cotton cut pile fabric
S3,4,6522,Woven unb cotton fab nes
S3,5,65220,  UN Special Code
S3,5,65221,Woven cottn unbl<200g/m2
S3,5,65222,Woven cottn unbl>200g/m2
S3,5,65223,Woven cotton mix<200g/m2
S3,5,65224,Woven cotton mix>200g/m2
S3,5,65225,Woven cotton nes<200g/m2
S3,5,65226,Woven cotton nes>200g/m2
S3,4,6523,Woven cotton finish<200g
S3,5,65231,Woven cotton bleach<200g
S3,5,65232,Woven cotton dyed  <200g
S3,5,65233,Color woven cotton <200g
S3,5,65234,Woven cotton print <200g
S3,4,6524,Woven cotton finish>200g
S3,5,65241,Woven cotton bleach>200g
S3,5,65242,Woven cotton dyed  >200g
S3,5,65243,Woven cotton denim >200g
S3,5,65244,Color woven cotton >200g
S3,5,65245,Woven cotton print >200g
S3,4,6525,Woven cotton blend <200g
S3,5,65251,Woven cotn mix blch<200g
S3,5,65252,Woven cotn mix dyed<200g
S3,5,65253,Color woven ctn mix<200g
S3,5,65254,Woven cotn mix prnt<200g
S3,4,6526,Woven cotton blend >200g
S3,5,65261,Woven cotn mix blch>200g
S3,5,65262,Woven cotn mix dyed>200g
S3,5,65263,Woven cotn mix denm>200g
S3,5,65264,Color wovn cotn mix>200g
S3,5,65265,Woven cotn mix prnt>200g
S3,4,6529,Woven cotton fabrics nes
S3,5,65290,  UN Special Code
S3,5,65291,Blchd wovn cotn nes<200g
S3,5,65292,Dyed woven cotn nes<200g
S3,5,65293,Color wovn cotn nes<200g
S3,5,65294,Print wovn cotn nes<200g
S3,5,65295,Blchd wovn cotn nes>200g
S3,5,65296,Dyed woven cotn nes>200g
S3,5,65297,Color wovn cotn nes>200g
S3,5,65298,Print wovn cotn nes>200g
S3,3,653,Man-made woven fabrics
S3,4,6530,  UN Special Code
S3,4,6531,Woven syn fil yarn fabrc
S3,5,65310,  UN Special Code
S3,5,65311,Wvn hi-ten syn yarn fabr
S3,5,65312,Woven fabr frm strip etc
S3,5,65313,Bonded syn yarn fabrics
S3,5,65314,Woven polyamide fabr nes
S3,5,65315,Wovn text.pestr fab nes
S3,5,65316,Woven polyester fabr nes
S3,5,65317,Wovn synth fil fabrc nes
